jurisdiction,metric,metric_type,capture_datetime,value,flag_type,flag_decimal_spike_dip,flag_spike_dip,flag_ndis_labs_spike,flag_stale_exact_reappearance
Nebraska,Forensic Profiles,forensic_profiles,2006-11-08 06:53:02,317,stale_exact_reappearance,False,False,False,True
Nebraska,Forensic Profiles,forensic_profiles,2006-11-15 06:16:34,317,stale_exact_reappearance,False,False,False,True
Nebraska,Forensic Profiles,forensic_profiles,2006-11-22 04:42:27,317,stale_exact_reappearance,False,False,False,True
Nebraska,Forensic Profiles,forensic_profiles,2006-11-29 14:06:19,317,stale_exact_reappearance,False,False,False,True
Nebraska,Forensic Profiles,forensic_profiles,2006-12-06 09:30:53,317,stale_exact_reappearance,False,False,False,True
Nebraska,Forensic Profiles,forensic_profiles,2006-12-08 16:44:23,317,stale_exact_reappearance,False,False,False,True
Nebraska,Forensic Profiles,forensic_profiles,2006-12-13 06:28:20,317,stale_exact_reappearance,False,False,False,True
Nebraska,Forensic Profiles,forensic_profiles,2008-08-13 17:58:34,438,stale_exact_reappearance,False,False,False,True
Nebraska,Forensic Profiles,forensic_profiles,2008-09-10 17:54:31,438,stale_exact_reappearance,False,False,False,True
Nebraska,Forensic Profiles,forensic_profiles,2008-09-16 15:09:35,438,stale_exact_reappearance,False,False,False,True
Nebraska,Forensic Profiles,forensic_profiles,2008-10-15 14:24:39,438,stale_exact_reappearance,False,False,False,True
Nebraska,Forensic Profiles,forensic_profiles,2008-11-12 22:16:09,438,stale_exact_reappearance,False,False,False,True
Nebraska,Forensic Profiles,forensic_profiles,2008-12-10 21:10:55,438,stale_exact_reappearance,False,False,False,True
Nebraska,Forensic Profiles,forensic_profiles,2009-01-14 20:19:16,438,stale_exact_reappearance,False,False,False,True
Nebraska,Forensic Profiles,forensic_profiles,2009-01-18 04:38:45,438,stale_exact_reappearance,False,False,False,True
Nebraska,Forensic Profiles,forensic_profiles,2009-02-11 23:44:14,438,stale_exact_reappearance,False,False,False,True
Nebraska,Forensic Profiles,forensic_profiles,2009-03-11 17:11:10,438,stale_exact_reappearance,False,False,False,True
Nebraska,Forensic Profiles,forensic_profiles,2009-04-17 15:43:46,438,stale_exact_reappearance,False,False,False,True
Nebraska,Forensic Profiles,forensic_profiles,2009-05-12 12:39:49,438,stale_exact_reappearance,False,False,False,True
Nebraska,Forensic Profiles,forensic_profiles,2009-08-06 08:09:19,438,stale_exact_reappearance,False,False,False,True
