jurisdiction,metric,metric_type,capture_datetime,value,flag_type,flag_decimal_spike_dip,flag_spike_dip,flag_ndis_labs_spike,flag_stale_exact_reappearance
Nebraska,Forensic Profiles,forensic_profiles,2009-08-25 08:20:45,438,stale_exact_reappearance,False,False,False,True
Nebraska,Forensic Profiles,forensic_profiles,2010-04-09 22:42:09,438,stale_exact_reappearance,False,False,False,True
Nebraska,Offender Profiles,offender_profiles,2008-10-15 14:24:39,4019,stale_exact_reappearance,False,False,False,True
Nebraska,Offender Profiles,offender_profiles,2008-11-12 22:16:09,4019,stale_exact_reappearance,False,False,False,True
Nebraska,Offender Profiles,offender_profiles,2008-12-10 21:10:55,4019,stale_exact_reappearance,False,False,False,True
Nebraska,Offender Profiles,offender_profiles,2009-01-14 20:19:16,4019,stale_exact_reappearance,False,False,False,True
Nebraska,Offender Profiles,offender_profiles,2009-01-18 04:38:45,4019,stale_exact_reappearance,False,False,False,True
Nebraska,Offender Profiles,offender_profiles,2009-02-11 23:44:14,4019,stale_exact_reappearance,False,False,False,True
Nebraska,Offender Profiles,offender_profiles,2009-03-11 17:11:10,4019,stale_exact_reappearance,False,False,False,True
Nebraska,Offender Profiles,offender_profiles,2009-04-17 15:43:46,4019,stale_exact_reappearance,False,False,False,True
Nebraska,Offender Profiles,offender_profiles,2009-05-12 12:39:49,4019,stale_exact_reappearance,False,False,False,True
Nebraska,Offender Profiles,offender_profiles,2009-08-06 08:09:19,4019,stale_exact_reappearance,False,False,False,True
Nebraska,Offender Profiles,offender_profiles,2009-08-25 08:20:45,4019,stale_exact_reappearance,False,False,False,True
Nebraska,Offender Profiles,offender_profiles,2010-04-09 22:42:09,4019,stale_exact_reappearance,False,False,False,True
Nebraska,Offender Profiles,offender_profiles,2017-04-09 20:26:27,263395,spike_dip,False,True,False,False
Nebraska,Offender Profiles,offender_profiles,2017-05-05 05:42:22,263395,spike_dip,False,True,False,False
Nebraska,Offender Profiles,offender_profiles,2017-05-13 04:05:12,263395,spike_dip,False,True,False,False
Nevada,Forensic Profiles,forensic_profiles,2008-09-16 15:06:46,2094,stale_exact_reappearance,False,False,False,True
Nevada,Forensic Profiles,forensic_profiles,2009-08-25 08:02:14,2094,stale_exact_reappearance,False,False,False,True
Nevada,Offender Profiles,offender_profiles,2008-09-16 15:06:46,32007,stale_exact_reappearance,False,False,False,True
Nevada,Offender Profiles,offender_profiles,2009-08-25 08:02:14,32007,stale_exact_reappearance,False,False,False,True
New Hampshire,Forensic Profiles,forensic_profiles,2008-09-16 15:07:27,455,stale_exact_reappearance,False,False,False,True
New Hampshire,Forensic Profiles,forensic_profiles,2009-08-25 08:11:06,455,stale_exact_reappearance,False,False,False,True
New Hampshire,Offender Profiles,offender_profiles,2008-09-16 15:07:27,1803,stale_exact_reappearance,False,False,False,True
New Hampshire,Offender Profiles,offender_profiles,2009-08-25 08:11:06,1803,stale_exact_reappearance,False,False,False,True
New Jersey,Forensic Profiles,forensic_profiles,2008-08-13 17:45:10,5669,stale_exact_reappearance,False,False,False,True
New Jersey,Forensic Profiles,forensic_profiles,2008-09-10 17:57:42,5669,stale_exact_reappearance,False,False,False,True
New Jersey,Forensic Profiles,forensic_profiles,2008-09-16 15:16:08,5669,stale_exact_reappearance,False,False,False,True
New Jersey,Forensic Profiles,forensic_profiles,2008-10-12 11:31:42,5669,stale_exact_reappearance,False,False,False,True
New Jersey,Forensic Profiles,forensic_profiles,2008-10-15 14:19:01,5669,stale_exact_reappearance,False,False,False,True
New Jersey,Forensic Profiles,forensic_profiles,2008-11-12 22:12:42,5669,stale_exact_reappearance,False,False,False,True
New Jersey,Forensic Profiles,forensic_profiles,2008-12-10 17:11:42,5669,stale_exact_reappearance,False,False,False,True
New Jersey,Forensic Profiles,forensic_profiles,2009-01-14 20:15:30,5669,stale_exact_reappearance,False,False,False,True
New Jersey,Forensic Profiles,forensic_profiles,2009-01-18 04:36:43,5669,stale_exact_reappearance,False,False,False,True
New Jersey,Forensic Profiles,forensic_profiles,2009-02-11 23:40:34,5669,stale_exact_reappearance,False,False,False,True
New Jersey,Forensic Profiles,forensic_profiles,2009-03-11 16:26:06,5669,stale_exact_reappearance,False,False,False,True
New Jersey,Forensic Profiles,forensic_profiles,2009-03-18 13:06:56,5669,stale_exact_reappearance,False,False,False,True
New Jersey,Forensic Profiles,forensic_profiles,2009-04-17 15:46:32,5669,stale_exact_reappearance,False,False,False,True
New Jersey,Forensic Profiles,forensic_profiles,2009-05-12 12:41:33,5669,stale_exact_reappearance,False,False,False,True
New Jersey,Forensic Profiles,forensic_profiles,2009-08-05 22:37:22,5669,stale_exact_reappearance,False,False,False,True
New Jersey,Forensic Profiles,forensic_profiles,2009-08-25 08:22:09,5669,stale_exact_reappearance,False,False,False,True
New Jersey,Forensic Profiles,forensic_profiles,2010-02-10 13:59:43,5669,stale_exact_reappearance,False,False,False,True
New Jersey,Forensic Profiles,forensic_profiles,2010-04-09 22:36:43,5669,stale_exact_reappearance,False,False,False,True
New Jersey,Forensic Profiles,forensic_profiles,2010-06-15 00:36:20,5669,stale_exact_reappearance,False,False,False,True
New Jersey,Forensic Profiles,forensic_profiles,2010-07-12 18:11:34,5669,stale_exact_reappearance,False,False,False,True
New Jersey,Forensic Profiles,forensic_profiles,2010-08-19 16:15:27,5669,stale_exact_reappearance,False,False,False,True
New Jersey,Offender Profiles,offender_profiles,2008-08-13 17:45:10,167314,stale_exact_reappearance,False,False,False,True
New Jersey,Offender Profiles,offender_profiles,2008-09-10 17:57:42,167314,stale_exact_reappearance,False,False,False,True
New Jersey,Offender Profiles,offender_profiles,2008-09-16 15:16:08,167314,stale_exact_reappearance,False,False,False,True
New Jersey,Offender Profiles,offender_profiles,2008-10-12 11:31:42,167314,stale_exact_reappearance,False,False,False,True
New Jersey,Offender Profiles,offender_profiles,2008-10-15 14:19:01,167314,stale_exact_reappearance,False,False,False,True
New Jersey,Offender Profiles,offender_profiles,2008-11-12 22:12:42,167314,stale_exact_reappearance,False,False,False,True
New Jersey,Offender Profiles,offender_profiles,2008-12-10 17:11:42,167314,stale_exact_reappearance,False,False,False,True
New Jersey,Offender Profiles,offender_profiles,2009-01-14 20:15:30,167314,stale_exact_reappearance,False,False,False,True
New Jersey,Offender Profiles,offender_profiles,2009-01-18 04:36:43,167314,stale_exact_reappearance,False,False,False,True
New Jersey,Offender Profiles,offender_profiles,2009-02-11 23:40:34,167314,stale_exact_reappearance,False,False,False,True
New Jersey,Offender Profiles,offender_profiles,2009-03-11 16:26:06,167314,stale_exact_reappearance,False,False,False,True
New Jersey,Offender Profiles,offender_profiles,2009-03-18 13:06:56,167314,stale_exact_reappearance,False,False,False,True
New Jersey,Offender Profiles,offender_profiles,2009-04-17 15:46:32,167314,stale_exact_reappearance,False,False,False,True
New Jersey,Offender Profiles,offender_profiles,2009-05-12 12:41:33,167314,stale_exact_reappearance,False,False,False,True
New Jersey,Offender Profiles,offender_profiles,2009-08-05 22:37:22,167314,stale_exact_reappearance,False,False,False,True
New Jersey,Offender Profiles,offender_profiles,2009-08-25 08:22:09,167314,stale_exact_reappearance,False,False,False,True
New Jersey,Offender Profiles,offender_profiles,2010-02-10 13:59:43,167314,stale_exact_reappearance,False,False,False,True
New Jersey,Offender Profiles,offender_profiles,2010-04-09 22:36:43,167314,stale_exact_reappearance,False,False,False,True
New Jersey,Offender Profiles,offender_profiles,2010-06-15 00:36:20,167314,stale_exact_reappearance,False,False,False,True
New Jersey,Offender Profiles,offender_profiles,2010-07-12 18:11:34,167314,stale_exact_reappearance,False,False,False,True
New Jersey,Offender Profiles,offender_profiles,2010-08-19 16:15:27,167314,stale_exact_reappearance,False,False,False,True
New Mexico,Forensic Profiles,forensic_profiles,2007-05-09 05:40:25,1240,stale_exact_reappearance,False,False,False,True
New Mexico,Forensic Profiles,forensic_profiles,2008-08-13 17:58:06,1540,stale_exact_reappearance,False,False,False,True
New Mexico,Forensic Profiles,forensic_profiles,2008-09-10 17:55:43,1540,stale_exact_reappearance,False,False,False,True
New Mexico,Forensic Profiles,forensic_profiles,2008-09-16 15:03:11,1540,stale_exact_reappearance,False,False,False,True
New Mexico,Forensic Profiles,forensic_profiles,2008-10-15 14:25:40,1540,stale_exact_reappearance,False,False,False,True
New Mexico,Forensic Profiles,forensic_profiles,2008-11-12 22:15:09,1540,stale_exact_reappearance,False,False,False,True
New Mexico,Forensic Profiles,forensic_profiles,2008-12-10 21:10:42,1540,stale_exact_reappearance,False,False,False,True
New Mexico,Forensic Profiles,forensic_profiles,2009-01-14 20:19:39,1540,stale_exact_reappearance,False,False,False,True
New Mexico,Forensic Profiles,forensic_profiles,2009-01-18 04:37:19,1540,stale_exact_reappearance,False,False,False,True
New Mexico,Forensic Profiles,forensic_profiles,2009-02-11 23:42:59,1540,stale_exact_reappearance,False,False,False,True
New Mexico,Forensic Profiles,forensic_profiles,2009-03-11 17:11:20,1540,stale_exact_reappearance,False,False,False,True
New Mexico,Forensic Profiles,forensic_profiles,2009-04-17 15:43:40,1540,stale_exact_reappearance,False,False,False,True
New Mexico,Forensic Profiles,forensic_profiles,2009-05-12 12:39:43,1540,stale_exact_reappearance,False,False,False,True
New Mexico,Forensic Profiles,forensic_profiles,2009-08-06 08:09:00,1540,stale_exact_reappearance,False,False,False,True
New Mexico,Forensic Profiles,forensic_profiles,2009-08-25 08:13:36,1540,stale_exact_reappearance,False,False,False,True
New Mexico,Forensic Profiles,forensic_profiles,2010-04-09 22:40:25,1540,stale_exact_reappearance,False,False,False,True
New Mexico,Offender Profiles,offender_profiles,2008-08-13 17:58:06,46324,stale_exact_reappearance,False,False,False,True
New Mexico,Offender Profiles,offender_profiles,2008-09-10 17:55:43,46324,stale_exact_reappearance,False,False,False,True
New Mexico,Offender Profiles,offender_profiles,2008-09-16 15:03:11,46324,stale_exact_reappearance,False,False,False,True
New Mexico,Offender Profiles,offender_profiles,2008-10-15 14:25:40,46324,stale_exact_reappearance,False,False,False,True
New Mexico,Offender Profiles,offender_profiles,2008-11-12 22:15:09,46324,stale_exact_reappearance,False,False,False,True
New Mexico,Offender Profiles,offender_profiles,2008-12-10 21:10:42,46324,stale_exact_reappearance,False,False,False,True
New Mexico,Offender Profiles,offender_profiles,2009-01-14 20:19:39,46324,stale_exact_reappearance,False,False,False,True
New Mexico,Offender Profiles,offender_profiles,2009-01-18 04:37:19,46324,stale_exact_reappearance,False,False,False,True
New Mexico,Offender Profiles,offender_profiles,2009-02-11 23:42:59,46324,stale_exact_reappearance,False,False,False,True
New Mexico,Offender Profiles,offender_profiles,2009-03-11 17:11:20,46324,stale_exact_reappearance,False,False,False,True
New Mexico,Offender Profiles,offender_profiles,2009-04-17 15:43:40,46324,stale_exact_reappearance,False,False,False,True
New Mexico,Offender Profiles,offender_profiles,2009-05-12 12:39:43,46324,stale_exact_reappearance,False,False,False,True
New Mexico,Offender Profiles,offender_profiles,2009-08-06 08:09:00,46324,stale_exact_reappearance,False,False,False,True
New Mexico,Offender Profiles,offender_profiles,2009-08-25 08:13:36,46324,stale_exact_reappearance,False,False,False,True
New Mexico,Offender Profiles,offender_profiles,2010-04-09 22:40:25,46324,stale_exact_reappearance,False,False,False,True
New York,Forensic Profiles,forensic_profiles,2008-09-16 15:13:11,22173,stale_exact_reappearance,False,False,False,True
New York,Forensic Profiles,forensic_profiles,2009-08-25 07:58:17,22173,stale_exact_reappearance,False,False,False,True
New York,Forensic Profiles,forensic_profiles,2010-01-18 20:33:35,22173,stale_exact_reappearance,False,False,False,True
New York,Offender Profiles,offender_profiles,2008-09-16 15:13:11,265789,stale_exact_reappearance,False,False,False,True
New York,Offender Profiles,offender_profiles,2009-08-25 07:58:17,265789,stale_exact_reappearance,False,False,False,True
New York,Offender Profiles,offender_profiles,2010-01-18 20:33:35,265789,stale_exact_reappearance,False,False,False,True
North Carolina,Forensic Profiles,forensic_profiles,2005-05-21 05:10:40,1303,stale_exact_reappearance,False,False,False,True
North Carolina,Forensic Profiles,forensic_profiles,2008-09-16 15:14:33,3427,stale_exact_reappearance,False,False,False,True
North Carolina,Forensic Profiles,forensic_profiles,2009-08-25 08:14:39,3427,stale_exact_reappearance,False,False,False,True
North Carolina,Offender Profiles,offender_profiles,2008-09-16 15:14:33,141071,stale_exact_reappearance,False,False,False,True
North Carolina,Offender Profiles,offender_profiles,2009-08-25 08:14:39,141071,stale_exact_reappearance,False,False,False,True
North Carolina,Offender Profiles,offender_profiles,2017-04-09 20:26:27,12133,decimal_spike_dip,True,False,False,False
North Carolina,Offender Profiles,offender_profiles,2017-05-05 05:42:22,12133,decimal_spike_dip,True,False,False,False
North Carolina,Offender Profiles,offender_profiles,2017-05-13 04:05:12,12133,decimal_spike_dip,True,False,False,False
North Dakota,Forensic Profiles,forensic_profiles,2008-08-13 18:00:36,216,stale_exact_reappearance,False,False,False,True
North Dakota,Forensic Profiles,forensic_profiles,2008-09-10 17:55:33,216,stale_exact_reappearance,False,False,False,True
North Dakota,Forensic Profiles,forensic_profiles,2008-09-16 15:12:02,216,stale_exact_reappearance,False,False,False,True
North Dakota,Forensic Profiles,forensic_profiles,2008-10-15 14:27:04,216,stale_exact_reappearance,False,False,False,True
North Dakota,Forensic Profiles,forensic_profiles,2008-11-12 22:14:15,216,stale_exact_reappearance,False,False,False,True
North Dakota,Forensic Profiles,forensic_profiles,2008-12-10 21:09:35,216,stale_exact_reappearance,False,False,False,True
North Dakota,Forensic Profiles,forensic_profiles,2009-01-14 20:18:11,216,stale_exact_reappearance,False,False,False,True
North Dakota,Forensic Profiles,forensic_profiles,2009-01-18 04:37:46,216,stale_exact_reappearance,False,False,False,True
North Dakota,Forensic Profiles,forensic_profiles,2009-02-11 23:42:30,216,stale_exact_reappearance,False,False,False,True
North Dakota,Forensic Profiles,forensic_profiles,2009-03-11 17:11:49,216,stale_exact_reappearance,False,False,False,True
North Dakota,Forensic Profiles,forensic_profiles,2009-04-17 15:44:15,216,stale_exact_reappearance,False,False,False,True
North Dakota,Forensic Profiles,forensic_profiles,2009-05-12 12:39:32,216,stale_exact_reappearance,False,False,False,True
North Dakota,Forensic Profiles,forensic_profiles,2009-08-06 08:11:50,216,stale_exact_reappearance,False,False,False,True
North Dakota,Forensic Profiles,forensic_profiles,2009-08-25 07:55:07,216,stale_exact_reappearance,False,False,False,True
North Dakota,Forensic Profiles,forensic_profiles,2010-04-09 22:40:43,216,stale_exact_reappearance,False,False,False,True
North Dakota,Investigations Aided,investigations_aided,2010-04-09 22:40:43,30,spike_dip,False,True,False,False
North Dakota,Offender Profiles,offender_profiles,2008-08-13 18:00:36,4553,stale_exact_reappearance,False,False,False,True
North Dakota,Offender Profiles,offender_profiles,2008-09-10 17:55:33,4553,stale_exact_reappearance,False,False,False,True
North Dakota,Offender Profiles,offender_profiles,2008-09-16 15:12:02,4553,stale_exact_reappearance,False,False,False,True
North Dakota,Offender Profiles,offender_profiles,2008-10-15 14:27:04,4553,stale_exact_reappearance,False,False,False,True
North Dakota,Offender Profiles,offender_profiles,2008-11-12 22:14:15,4553,stale_exact_reappearance,False,False,False,True
North Dakota,Offender Profiles,offender_profiles,2008-12-10 21:09:35,4553,stale_exact_reappearance,False,False,False,True
North Dakota,Offender Profiles,offender_profiles,2009-01-14 20:18:11,4553,stale_exact_reappearance,False,False,False,True
North Dakota,Offender Profiles,offender_profiles,2009-01-18 04:37:46,4553,stale_exact_reappearance,False,False,False,True
North Dakota,Offender Profiles,offender_profiles,2009-02-11 23:42:30,4553,stale_exact_reappearance,False,False,False,True
North Dakota,Offender Profiles,offender_profiles,2009-03-11 17:11:49,4553,stale_exact_reappearance,False,False,False,True
North Dakota,Offender Profiles,offender_profiles,2009-04-17 15:44:15,4553,stale_exact_reappearance,False,False,False,True
North Dakota,Offender Profiles,offender_profiles,2009-05-12 12:39:32,4553,stale_exact_reappearance,False,False,False,True
North Dakota,Offender Profiles,offender_profiles,2009-08-06 08:11:50,4553,stale_exact_reappearance,False,False,False,True
North Dakota,Offender Profiles,offender_profiles,2009-08-25 07:55:07,4553,stale_exact_reappearance,False,False,False,True
North Dakota,Offender Profiles,offender_profiles,2010-04-09 22:40:43,4553,stale_exact_reappearance,False,False,False,True
North Dakota,Offender Profiles,offender_profiles,2012-09-27 16:19:52,92576,decimal_spike_dip,True,False,False,False
North Dakota,Offender Profiles,offender_profiles,2012-09-27 16:23:04,92576,decimal_spike_dip,True,False,False,False
North Dakota,Offender Profiles,offender_profiles,2012-09-28 03:18:50,92576,decimal_spike_dip,True,False,False,False
North Dakota,Offender Profiles,offender_profiles,2012-10-14 05:40:04,92576,decimal_spike_dip,True,False,False,False
North Dakota,Offender Profiles,offender_profiles,2012-10-14 14:59:14,92576,decimal_spike_dip,True,False,False,False
North Dakota,Offender Profiles,offender_profiles,2012-10-17 23:00:03,92576,decimal_spike_dip,True,False,False,False
North Dakota,Offender Profiles,offender_profiles,2012-10-18 12:40:13,92576,decimal_spike_dip,True,False,False,False
North Dakota,Offender Profiles,offender_profiles,2017-04-09 20:26:27,36899,spike_dip,False,True,False,False
North Dakota,Offender Profiles,offender_profiles,2017-05-05 05:42:22,36899,spike_dip,False,True,False,False
North Dakota,Offender Profiles,offender_profiles,2017-05-13 04:05:12,36899,spike_dip,False,True,False,False
Ohio,Forensic Profiles,forensic_profiles,2008-09-16 15:07:13,13992,stale_exact_reappearance,False,False,False,True
Ohio,Forensic Profiles,forensic_profiles,2009-08-25 08:26:43,13992,stale_exact_reappearance,False,False,False,True
Ohio,Investigations Aided,investigations_aided,2006-07-05 15:59:59,312095,decimal_spike_dip,True,False,False,False
Ohio,Investigations Aided,investigations_aided,2006-07-13 13:28:58,312095,decimal_spike_dip,True,False,False,False
Ohio,Investigations Aided,investigations_aided,2006-07-20 04:43:59,312095,decimal_spike_dip,True,False,False,False
Ohio,Investigations Aided,investigations_aided,2006-07-27 08:26:47,312095,decimal_spike_dip,True,False,False,False
Ohio,Offender Profiles,offender_profiles,2008-09-16 15:07:13,268848,stale_exact_reappearance,False,False,False,True
Ohio,Offender Profiles,offender_profiles,2009-08-25 08:26:43,268848,stale_exact_reappearance,False,False,False,True
Oklahoma,Forensic Profiles,forensic_profiles,2008-08-13 17:45:04,13992,decimal_spike_dip,True,False,False,False
Oklahoma,Forensic Profiles,forensic_profiles,2008-09-10 17:57:37,13992,decimal_spike_dip,True,False,False,False
Oklahoma,Forensic Profiles,forensic_profiles,2008-09-18 00:33:09,13992,decimal_spike_dip,True,False,False,False
Oklahoma,Forensic Profiles,forensic_profiles,2008-10-15 14:28:06,964,stale_exact_reappearance,False,False,False,True
Oklahoma,Forensic Profiles,forensic_profiles,2008-10-24 01:33:04,964,stale_exact_reappearance,False,False,False,True
Oklahoma,Forensic Profiles,forensic_profiles,2008-11-12 22:17:31,964,stale_exact_reappearance,False,False,False,True
Oklahoma,Forensic Profiles,forensic_profiles,2008-12-10 21:10:16,964,stale_exact_reappearance,False,False,False,True
Oklahoma,Forensic Profiles,forensic_profiles,2009-01-14 20:17:02,964,stale_exact_reappearance,False,False,False,True
Oklahoma,Forensic Profiles,forensic_profiles,2009-01-18 04:38:05,964,stale_exact_reappearance,False,False,False,True
Oklahoma,Forensic Profiles,forensic_profiles,2009-02-11 23:43:54,964,stale_exact_reappearance,False,False,False,True
Oklahoma,Forensic Profiles,forensic_profiles,2009-03-11 17:11:03,964,stale_exact_reappearance,False,False,False,True
Oklahoma,Forensic Profiles,forensic_profiles,2009-04-17 15:44:51,964,stale_exact_reappearance,False,False,False,True
Oklahoma,Forensic Profiles,forensic_profiles,2009-05-12 12:41:21,964,stale_exact_reappearance,False,False,False,True
Oklahoma,Forensic Profiles,forensic_profiles,2009-05-23 06:53:37,964,stale_exact_reappearance,False,False,False,True
Oklahoma,Forensic Profiles,forensic_profiles,2009-08-06 08:11:01,964,stale_exact_reappearance,False,False,False,True
Oklahoma,Forensic Profiles,forensic_profiles,2009-08-25 08:07:01,964,stale_exact_reappearance,False,False,False,True
Oklahoma,Forensic Profiles,forensic_profiles,2010-04-09 22:42:35,964,stale_exact_reappearance,False,False,False,True
Oklahoma,Investigations Aided,investigations_aided,2008-08-13 17:45:04,4317,decimal_spike_dip,True,False,False,False
Oklahoma,Investigations Aided,investigations_aided,2008-09-10 17:57:37,4317,decimal_spike_dip,True,False,False,False
Oklahoma,Investigations Aided,investigations_aided,2008-09-18 00:33:09,4317,decimal_spike_dip,True,False,False,False
Oklahoma,NDIS Labs,ndis_labs,2008-08-13 17:45:04,11,ndis_labs_spike,False,False,True,False
Oklahoma,NDIS Labs,ndis_labs,2008-09-10 17:57:37,11,ndis_labs_spike,False,False,True,False
Oklahoma,NDIS Labs,ndis_labs,2008-09-18 00:33:09,11,ndis_labs_spike,False,False,True,False
Oklahoma,Offender Profiles,offender_profiles,2008-08-13 17:45:04,268848,spike_dip,False,True,False,False
Oklahoma,Offender Profiles,offender_profiles,2008-09-10 17:57:37,268848,spike_dip,False,True,False,False
Oklahoma,Offender Profiles,offender_profiles,2008-09-18 00:33:09,268848,spike_dip,False,True,False,False
Oklahoma,Offender Profiles,offender_profiles,2008-10-15 14:28:06,53967,stale_exact_reappearance,False,False,False,True
Oklahoma,Offender Profiles,offender_profiles,2008-10-24 01:33:04,53967,stale_exact_reappearance,False,False,False,True
Oklahoma,Offender Profiles,offender_profiles,2008-11-12 22:17:31,53967,stale_exact_reappearance,False,False,False,True
Oklahoma,Offender Profiles,offender_profiles,2008-12-10 21:10:16,53967,stale_exact_reappearance,False,False,False,True
Oklahoma,Offender Profiles,offender_profiles,2009-01-14 20:17:02,53967,stale_exact_reappearance,False,False,False,True
Oklahoma,Offender Profiles,offender_profiles,2009-01-18 04:38:05,53967,stale_exact_reappearance,False,False,False,True
Oklahoma,Offender Profiles,offender_profiles,2009-02-11 23:43:54,53967,stale_exact_reappearance,False,False,False,True
Oklahoma,Offender Profiles,offender_profiles,2009-03-11 17:11:03,53967,stale_exact_reappearance,False,False,False,True
Oklahoma,Offender Profiles,offender_profiles,2009-04-17 15:44:51,53967,stale_exact_reappearance,False,False,False,True
Oklahoma,Offender Profiles,offender_profiles,2009-05-12 12:41:21,53967,stale_exact_reappearance,False,False,False,True
Oklahoma,Offender Profiles,offender_profiles,2009-05-23 06:53:37,53967,stale_exact_reappearance,False,False,False,True
Oklahoma,Offender Profiles,offender_profiles,2009-08-06 08:11:01,53967,stale_exact_reappearance,False,False,False,True
Oklahoma,Offender Profiles,offender_profiles,2009-08-25 08:07:01,53967,stale_exact_reappearance,False,False,False,True
Oklahoma,Offender Profiles,offender_profiles,2010-04-09 22:42:35,53967,stale_exact_reappearance,False,False,False,True
Oregon,Forensic Profiles,forensic_profiles,2008-08-13 17:59:51,5161,stale_exact_reappearance,False,False,False,True
Oregon,Forensic Profiles,forensic_profiles,2008-09-10 17:55:55,5161,stale_exact_reappearance,False,False,False,True
Oregon,Forensic Profiles,forensic_profiles,2008-09-16 15:10:51,5161,stale_exact_reappearance,False,False,False,True
Oregon,Forensic Profiles,forensic_profiles,2008-10-15 14:27:53,5161,stale_exact_reappearance,False,False,False,True
Oregon,Forensic Profiles,forensic_profiles,2008-11-12 22:16:23,5161,stale_exact_reappearance,False,False,False,True
Oregon,Forensic Profiles,forensic_profiles,2008-12-10 21:08:54,5161,stale_exact_reappearance,False,False,False,True
Oregon,Forensic Profiles,forensic_profiles,2009-01-14 20:16:51,5161,stale_exact_reappearance,False,False,False,True
Oregon,Forensic Profiles,forensic_profiles,2009-01-18 04:38:41,5161,stale_exact_reappearance,False,False,False,True
Oregon,Forensic Profiles,forensic_profiles,2009-02-11 23:40:56,5161,stale_exact_reappearance,False,False,False,True
Oregon,Forensic Profiles,forensic_profiles,2009-03-11 17:10:36,5161,stale_exact_reappearance,False,False,False,True
Oregon,Forensic Profiles,forensic_profiles,2009-04-17 15:46:16,5161,stale_exact_reappearance,False,False,False,True
Oregon,Forensic Profiles,forensic_profiles,2009-05-12 12:40:17,5161,stale_exact_reappearance,False,False,False,True
Oregon,Forensic Profiles,forensic_profiles,2009-08-06 08:09:54,5161,stale_exact_reappearance,False,False,False,True
Oregon,Forensic Profiles,forensic_profiles,2009-08-25 07:52:12,5161,stale_exact_reappearance,False,False,False,True
Oregon,Forensic Profiles,forensic_profiles,2010-04-09 22:38:24,5161,stale_exact_reappearance,False,False,False,True
Oregon,Offender Profiles,offender_profiles,2008-08-13 17:59:51,86738,stale_exact_reappearance,False,False,False,True
Oregon,Offender Profiles,offender_profiles,2008-09-10 17:55:55,86738,stale_exact_reappearance,False,False,False,True
Oregon,Offender Profiles,offender_profiles,2008-09-16 15:10:51,86738,stale_exact_reappearance,False,False,False,True
Oregon,Offender Profiles,offender_profiles,2008-10-15 14:27:53,86738,stale_exact_reappearance,False,False,False,True
Oregon,Offender Profiles,offender_profiles,2008-11-12 22:16:23,86738,stale_exact_reappearance,False,False,False,True
Oregon,Offender Profiles,offender_profiles,2008-12-10 21:08:54,86738,stale_exact_reappearance,False,False,False,True
Oregon,Offender Profiles,offender_profiles,2009-01-14 20:16:51,86738,stale_exact_reappearance,False,False,False,True
Oregon,Offender Profiles,offender_profiles,2009-01-18 04:38:41,86738,stale_exact_reappearance,False,False,False,True
Oregon,Offender Profiles,offender_profiles,2009-02-11 23:40:56,86738,stale_exact_reappearance,False,False,False,True
Oregon,Offender Profiles,offender_profiles,2009-03-11 17:10:36,86738,stale_exact_reappearance,False,False,False,True
Oregon,Offender Profiles,offender_profiles,2009-04-17 15:46:16,86738,stale_exact_reappearance,False,False,False,True
Oregon,Offender Profiles,offender_profiles,2009-05-12 12:40:17,86738,stale_exact_reappearance,False,False,False,True
Oregon,Offender Profiles,offender_profiles,2009-08-06 08:09:54,86738,stale_exact_reappearance,False,False,False,True
Oregon,Offender Profiles,offender_profiles,2009-08-25 07:52:12,86738,stale_exact_reappearance,False,False,False,True
Oregon,Offender Profiles,offender_profiles,2010-04-09 22:38:24,86738,stale_exact_reappearance,False,False,False,True
Pennsylvania,Forensic Profiles,forensic_profiles,2008-09-16 15:12:20,5483,stale_exact_reappearance,False,False,False,True
Pennsylvania,Forensic Profiles,forensic_profiles,2009-08-25 07:57:42,5483,stale_exact_reappearance,False,False,False,True
Pennsylvania,Offender Profiles,offender_profiles,2005-12-22 13:39:45,54132,stale_exact_reappearance,False,False,False,True
Pennsylvania,Offender Profiles,offender_profiles,2005-12-29 16:43:26,54132,stale_exact_reappearance,False,False,False,True
Pennsylvania,Offender Profiles,offender_profiles,2006-01-05 04:17:22,54132,stale_exact_reappearance,False,False,False,True
Pennsylvania,Offender Profiles,offender_profiles,2006-01-12 00:38:10,54132,stale_exact_reappearance,False,False,False,True
Pennsylvania,Offender Profiles,offender_profiles,2006-01-18 07:37:41,54132,stale_exact_reappearance,False,False,False,True
Pennsylvania,Offender Profiles,offender_profiles,2006-01-25 06:50:44,54132,stale_exact_reappearance,False,False,False,True
Pennsylvania,Offender Profiles,offender_profiles,2008-09-16 15:12:20,178708,stale_exact_reappearance,False,False,False,True
Pennsylvania,Offender Profiles,offender_profiles,2009-08-25 07:57:42,178708,stale_exact_reappearance,False,False,False,True
Puerto Rico,Investigations Aided,investigations_aided,2018-03-14 18:49:13,102,spike_dip,False,True,False,False
Puerto Rico,Offender Profiles,offender_profiles,2017-05-16 14:40:07,22104,stale_exact_reappearance,False,False,False,True
Puerto Rico,Offender Profiles,offender_profiles,2017-05-16 20:14:25,22104,stale_exact_reappearance,False,False,False,True
Puerto Rico,Offender Profiles,offender_profiles,2017-05-18 00:37:07,22104,stale_exact_reappearance,False,False,False,True
Puerto Rico,Offender Profiles,offender_profiles,2017-05-20 05:02:54,22104,stale_exact_reappearance,False,False,False,True
